asset_type,stock_code,units,last_mark,market_value
position,003012.XSHE,0.0015521376188600388,7.56393,0.011740260299424014
position,300009.XSHE,6.126169182089116e-05,193.4667,0.011852097353004805
position,300026.XSHE,6.783738560856126e-05,177.817016,0.012062641482155707
position,300119.XSHE,9.96256252345228e-05,121.7781122,0.012132220567804868
position,300357.XSHE,6.930925150704476e-05,158.03765040000002,0.010953471259156014
position,300406.XSHE,0.00019742237679090256,60.9249468,0.012027947803115294
position,300463.XSHE,0.0003018688773275288,37.1666957,0.011219468704932893
position,300470.XSHE,7.934649271510442e-05,152.69744400000002,0.012116006627961065
position,300482.XSHE,0.0001202329797398165,100.2994696,0.012059304096331139
position,300595.XSHE,6.241283388673776e-05,190.983706,0.011919834317651564
position,300685.XSHE,0.0001024090526170041,103.5229897,0.010601691299256873
position,300702.XSHE,0.00018553906063722912,64.8896222,0.01203955954809269
position,300705.XSHE,0.0001775467380443205,63.0184332,0.01118871725132391
position,300770.XSHE,0.00012351847054418077,98.8790616,0.012213390457675836
position,300841.XSHE,6.889687834424949e-05,175.0620152,0.012061226363933555
position,301047.XSHE,7.417001547545683e-05,147.9218824,0.010971368306766704
position,301177.XSHE,0.00037696584482776704,32.204643600000004,0.012140050682051142
position,301371.XSHE,0.0003652556698309139,33.1859404,0.012121352889770787
position,301376.XSHE,0.0006069520822995351,19.2626084,0.011691480278900518
position,600022.XSHG,0.0013202129799298491,9.1813617,0.012121352889770785
position,600037.XSHG,0.00027975985623783105,41.03190000000001,0.011479078445165061
position,600056.XSHG,8.814226495701543e-05,136.228128,0.012007455752774213
position,600116.XSHG,0.00027592140114701306,43.9304557,0.012121352889770787
position,600123.XSHG,0.00015689932497121067,76.600458,0.012018560152685575
position,600210.XSHG,0.00016785297030345186,72.189948,0.012117297197851734
position,600211.XSHG,8.766680366843814e-05,136.588761,0.011974300093902221
position,600216.XSHG,0.00013014701724596857,91.5644125,0.01191683517275448
position,600223.XSHG,0.0008433885901979553,14.5031282,0.01223177284605821
position,600248.XSHG,0.0007934337988854354,15.2770816,0.012121352889770787
position,600267.XSHG,0.00016583033899530836,71.0783115,0.011786940491259125
position,600273.XSHG,0.0006786710760439883,18.2532724,0.012387968021032033
position,600285.XSHG,6.460332947306162e-05,177.982947,0.011498290965627463
position,600305.XSHG,0.00014899216231771865,79.486624,0.01184288398509547
position,600315.XSHG,9.425969244226843e-05,128.4365144,0.01210638634570098
position,600395.XSHG,0.0003852724853455037,31.419435199999995,0.012105043887656
position,600422.XSHG,8.434650043083172e-05,138.13032,0.011650809095390924
position,600458.XSHG,0.0001044661795722362,116.03136000000002,0.012121352889770787
position,600461.XSHG,0.00022537041368330153,53.784135600000006,0.012121352889770787
position,600502.XSHG,0.00015796309730314897,76.01355000000001,0.012007335795007781
position,600508.XSHG,0.0002527668966051399,46.6240104,0.011785006416093768
position,600529.XSHG,6.876550079644298e-05,173.9312,0.011960466072126282
position,600556.XSHG,0.0005618264607468816,21.5238282,0.012092656219329923
position,600557.XSHG,8.726819193966702e-05,129.543476,0.011305024928099648
position,600572.XSHG,0.00015379349537272214,76.46523600000002,0.01175985591894011
position,600575.XSHG,0.0001793616800857575,63.923328,0.011465395506752943
position,600587.XSHG,0.0001068042576887731,112.228695,0.011986502460854722
position,600597.XSHG,0.0005363158821251468,21.65211,0.011612370474520713
position,600662.XSHG,3.9800197841815574e-05,288.777,0.011493381732165976
position,600771.XSHG,9.117518324932505e-05,133.06036360000002,0.012131803034451822
position,600782.XSHG,0.00023241459965590348,52.154008,0.012121352889770787
position,600821.XSHG,0.0005072253083034505,23.4122427,0.011875282021582709
position,600861.XSHG,0.00026459574085494354,43.534389,0.011519013910122304
position,600867.XSHG,3.5206477095194475e-05,323.356761,0.011384252399722775
position,600916.XSHG,0.0013074423525638252,9.3174148,0.012181982725925002
position,601003.XSHG,0.0004331544932429647,27.983902,0.012121352889770787
position,601033.XSHG,0.0007332850978281379,16.1586027,0.011848862561635512
position,601222.XSHG,0.0003872408791185344,31.2181723,0.012088952485925878
position,601311.XSHG,0.0004068108269133083,30.2380042,0.01230114749281009
position,601801.XSHG,0.0006652652734185585,17.888257199999998,0.011900436317139496
position,601975.XSHG,0.00395457859740839,3.05,0.012061464722095589
position,603005.XSHG,0.00015629456616754838,78.181248,0.012219304238597508
position,603193.XSHG,0.0004866809992586085,24.906156,0.012121352889770787
position,603323.XSHG,0.0011715491182815018,10.329068,0.012101010508069675
position,603456.XSHG,0.00016172878494205619,75.5290872,0.012215227500638609
position,603866.XSHG,0.0005525995768243087,21.8252128,0.012060603357380484
position,603883.XSHG,0.0002971738962900224,40.292044,0.01197374370496902
position,688185.XSHG,0.00018943332091024106,63.1766943,0.011967771005380098
cash,CASH,1.0,0.020249445489882098,0.020249445489882098
