asset_type,stock_code,units,last_mark,market_value
position,300119.XSHE,0.00010827918790121152,121.7781122,0.013186035093158618
position,300127.XSHE,0.00016028809628699503,83.2241664,0.013339843197328097
position,300183.XSHE,0.00017479413760860881,78.261291,0.013679614868481378
position,300184.XSHE,0.0001556800929678241,87.44117119999999,0.013612849661631421
position,300226.XSHE,6.593170211473299e-05,199.9793302,0.013184977627850225
position,300294.XSHE,0.00011636543671625855,113.4127052,0.013197318969770288
position,300303.XSHE,0.00011476868503842434,117.60472099999998,0.013497339183480768
position,300406.XSHE,0.00021796564776813232,60.9249468,0.013279545494501001
position,300463.XSHE,0.0003441606328559098,37.1666957,0.012791313513275022
position,300470.XSHE,9.282176838869295e-05,152.69744400000002,0.014173646780513414
position,300598.XSHE,0.00011221980151324337,118.772622,0.013328640066047483
position,300641.XSHE,0.00040005046282840965,33.407664999999994,0.01336475184526646
position,300678.XSHE,0.00016174612569672545,83.869704,0.013565599685331158
position,300685.XSHE,0.0001290078773587362,103.5229897,0.013355281159027309
position,300705.XSHE,0.00020086408976006785,63.0184332,0.01265814022282364
position,300725.XSHE,0.00013349403733197148,101.5663824,0.01355850644377889
position,300770.XSHE,0.0001360387833094864,98.8790616,0.013451387234847756
position,300925.XSHE,0.000223449906917723,61.0481074,0.013641193916033157
position,301047.XSHE,8.863665034086571e-05,147.9218824,0.013111300168051456
position,301339.XSHE,0.000630973557039266,21.1089788,0.013319207438902456
position,301458.XSHE,0.00039730852962587123,32.8716368,0.013060181683403678
position,301487.XSHE,0.0006067362518695494,22.260016,0.013505958674396199
position,301508.XSHE,0.0004222253053541974,31.7137132,0.013390332239785441
position,301602.XSHE,0.0006017179592171527,21.8789032,0.013164928983413633
position,600017.XSHG,0.0011796279448887726,10.9144568,0.01287499824456129
position,600020.XSHG,0.0006766983410087124,19.790295,0.013392059794573016
position,600037.XSHG,0.0003136362679024721,41.03190000000001,0.012869091980947446
position,600059.XSHG,0.00017280686351786356,76.300894,0.013185318175748974
position,600123.XSHG,0.00017253693137331063,76.600458,0.013216407965110163
position,600210.XSHG,0.0001886728731190418,72.189948,0.013620284899474226
position,600223.XSHG,0.0009044652095044761,14.5031282,0.013117574885883276
position,600273.XSHG,0.0007484857271532133,18.2532724,0.013662313865239679
position,600305.XSHG,0.00015331379372462457,79.486624,0.012186395875802794
position,600335.XSHG,0.00036200020662932017,36.9946192,0.013392059794573016
position,600502.XSHG,0.00017617990206447422,76.01355000000001,0.013392059794573016
position,600508.XSHG,0.00027823606037256525,46.6240104,0.01297248097246551
position,600572.XSHG,0.00017513919390208923,76.46523600000002,0.013392059794573016
